Video_Name,Comment_count
Why you must have a Smart Pet Camera? Know your pet better by AiDot,6
How to make your Beagle Confident,6
How to Stop Dog Aggression Toward Other Dogs?,6
"i quit social media for 48hours, made cinnamon tea, healthy living | chaotic vlog",6
i passed the java interview lol,6
prioritizing CALM at night makes a difference ðŸŒ™,6
still learning java so i can get a job,6
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #44,6
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #45,6
THIS simple weekly habit will set you apart ðŸ“š PART ONE,6
9 Ways to Take better photos of your Dog,6
"3am Winter Study Vlog | Productive, tea, music production",6
"20's Diaries | DEALING WITH CYSTIC ANCE, finally seeing a dermatologist, new skincare products |VLOG",6
"20's Diaries | I'm tired of reading books, new skincare products, unboxing, and new braids",6
CHRISTMAS VLOG + No hype for Christmas this year + Christmas jollof + Chaotic + We made ZOBO VLOG#6,6
How Strong is a Beagleâ€™s Sense of Smell? **SHOCKING**,5
Bad Breath in a Beagle? Here's How To Fix It!,5
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #21,5
Traveling with Your Beagle Tips and Tricks for a Stress Free Trip,5
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #2,5
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #18,5
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #40,5
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #33,5
The Best Smartphone for Software Engineers #shorts #OnePlusOpen #OpenforEverything @oneplus,5
How to Socialize a Beagle Puppy? (Step-by-Step Guide),5
I cut my HAIR (ft my sister)...,5
Why you MUST keep your dog on a Feeding Schedule?,5
You Shouldn't Ignore These Beagle Behaviors  #beaglepuppy #beagle #beagles #beagletales #beagleclub,5
WEEKLY VLOG + Tried Making Toast + Indigo by RM + Period Cramps are unnecessary + #VLOG5,5
"WEEKLY VLOG | life update, mini grocery haul, unboxing my new pots, room cleanout - PRODUCTIVE WEEK",5
Why Every Dog Owner Needs GULIGULI Hiibo Dog Camera?,4
WEEKLY VLOG + I  went shopping in ABUJA + GRWM + Movie Date(BLACK PANTHER) + VLOG #4,4
Watch me do long knotless braids on my hair for 8hrs #braids #boxbraids #shortsfeed #braidstutorial,4
What NYU Students KNOW About Getting Hired That You DON'T,4
How To Style: New Balance 550's | Mostly Thrifted | Outfits of the Week,4
Programming rizz goes crazy #shorts #programming #rizz #edate #coding #python #nyc,4
Must have for all Pet Owners: BeagleCare.com/PetVacuum,4
is big tech better than startups? #shorts #programming #coding #tech #sf #softwareengineer,4
"Life lately | dealing with anxiety, my fav musical band |... 20's Diaries | Abuja VLOG",4
make a PINK boo basket with me! ðŸ‘»ðŸ’–ðŸŽƒ,4
Momâ€™s Spotify ON REPEAT Playlist,4
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #39,4
Try Not To Laugh Watching The Funniest Water Fails of 2023,4
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #50,4
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #51,4
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #52,4
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #15,4
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #22,4
Try Not To Laugh Challenge! Funny Pranks and Scare Cam Fails 2023 #1,4
"Abuja â€œProductiveâ€ Vlog | MY NEIGHBORS HATE ME, skincare updates, meal prep, unboxing FACE album",4
*3 HOURS SPECIAL* Impossible Try Not to Laugh Challenge ðŸ˜‚ Best Fails of the Year 2023!,4
6 Best Halloween Gifts for your Dog,4
cozy dinner outfit inspo ðŸðŸ·ðŸ´,4
coquette decor for $11 on Amazon âœ¨ ðŸ¦¢ ðŸŽ€ #amazondecor #coquetteaesthetic,4
Crying at work,3
Blue-Bald Man Group #buzzcut #bald,3
FUNNY WINS VS. EPIC FAILS: Prepare to Laugh!,3
Get ready with me for an outing #grwm,3
5 Uses of Coconut Oil for Dogs (Based on Studies),3
7 Fun Places You Can Take Your Beagle This Weekend new,3
"20's Diaries | skin acne update, productive days in my life",3
aw tysm programming rizz #shorts #programming #nyc #coding #tech #edate #python #java,3
Try Not To Laugh Challenge! Funny Pranks and Scare Cam Fails 2023 #3,3
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #25,3
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #11,3
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #6,3
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #7,3
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #9,3
Trying 2 different SHEA BUTTER CONDITIONER on my 4C natural hair,3
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #5,3
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #37,3
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #38,3
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #35,3
"the concept of money is weird - boring weeks in abuja, shopping, new bookshelf?!",3
Summer in Seattle | Microsoft 2018 (Extended Cut),3
"Software Engineer to YouTuber Journey, Thanks for 200K â¤ï¸ #shorts #tech #journey #youtuber #nyc",3
The time I Quit My Job and Discovered Rome,3
I'm quitting YouTube?!?!! + making popcorn for the first time + back to work + weekly vlog,3
IDIOTâ€™S REACT : 1989 TAYLORâ€™S VERSION,3
Preparing for Your First Beagle (Necessary Supplies and House Setup),3
HOW TO MAKE LEMON BUTTER CHICKEN WINGS,3
I bought fake skincare products | VLOG,3
I am switching to Ollie for My Beagle!,3
I went Black Friday shopping for a day | Shopping haul | ABUJA VLOG,3
What ur mother doesnâ€™t tell u about BUZZCUTS | 1 yr growth | pictures + styling tips,3
WHAT I EAT A DAY IN A NIGERIAN HOME (Simple Nigerian meal),3
Unboxing my BTS book (Beyond the story) | Vlog,3
"WEEKLY VLOG | I saw an optometrist for my eyes, EVERYTHING IS SO EXPENSIVE, Clean my room with me",2
I shouldâ€™ve asked him what flavor I was,2
I spent over 70k treating cystic acne | Weekly Vlog,2
I got new and different skincare products and decided to try them out | GRWM Morning Routine,2
I Work Where You Vacation - 5am Shift - Florida Keys,2
Make breakfast with me,2
Shoulda coulda woulda,2
"ringtone Vs. ringtone (Remix) [feat. Charli XCX, Rico Nasty, Kero Kero Bonito]",2
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #34,2
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #30,2
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #27,2
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #28,2
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #29,2
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #46,2
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #19,2
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #16,2
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #17,2
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #10,2
Transform Dog Grooming with PalFur: The Ultimate Guide,2
Tips from a girl who shouldnâ€™t have buzzed her head,2
any job has ups and downs #shorts #coding #tech #softwareengineer #programming #sf #interview,2
A trip down Love Lane while 1989â€™ing (Taylorâ€™s Version) #crush #taylorswift,2
A day in the life of an unemployed writer *PRODUCTIVE VLOG*,2
A *PRODUCTIVE* lazy vlog | Clean with me,2
6pm Study Vlog | Dance  | GWRM | Cafe vibes | aesthetic |,2
5 Grooming Tips and Tricks for First Time Beagle Owners,2
Get ready with me to go Black Friday shopping #abujaliving #grwmoutfit,2
GRWM for a chilll outing #grwm #grwmoutfit #outfitinspo #newyoutuber #viralshort,2
do you love your job? #shorts #programming #coding #tech #sf #google #softwareengineer #python,2
"do you love your job? he likes, but not loves #shorts #programming #coding #tech #softwareengineer",1
Do you know this song?,1
Didnâ€™t have time to make a new short today & nobody saw this one yesterday so #recycle #reuse #ranch,1
DIY vintage papers. sooo easy and fun with one ingredient.,1
"Dear Neptune, not again",1
crying at work,1
Click like Adam Sandler,1
COME AROUND WITH ME,1
CATS VS DOGS - TRY NOT TO LAUGH FUNNY CAT & DOG FAILS VIDEOS 2023,1
Graduation is all about (not) having class,1
HOW TO MAKE BUTTER COOKIES,1
"10 years of long hair, 5 seconds of chopping",1
A Must Have Grooming Tool for Every Beagle Owner - GULIGULI Grooming Kit,1
A trip down Love Lane while 1989â€™ing (Taylorâ€™s Version) #crush #taylorswift,1
An abundance of meâ€™s in 2022,1
"And as if on cue, here they come",1
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #12,1
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #26,1
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #24,1
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #8,1
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #3,1
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #31,1
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #32,1
TRY NOT TO LAUGH WATCHING FUNNY FAILS VIDEOS 2023 #4,1
"Shaving my head, do what I dare",1
Summer in SF | Gusto 2019,1
Thank gosh itâ€™s â€œfridayâ€,1
Target audience for real,1
ten minute holiday treat ideas!,1
The Reason You Canâ€™t Get a Job #shorts #softwareengineer #coding #programming #job,1
Make breakfast Pineapple SMOOTHIE with me,1
more practice interview questions in java,1
Momâ€™s not sorry #spotify #playlist,1
Market runs in Abuja | Harmattan is here | PRODUCTIVE VLOG,1
It was so hard finding a perfect song for this video so y'all would have to take this one... sjskjsk,1
POV : you are learning to get better in fortnite,1
Must Have Toys for Beagles.  #beaglepuppy #beagle #beagles #beagletales #beagleclub,1
My first tattoo,1
I need this song deleted off the inter-web,1
I love(d) college,1
i got aimbot!!! yay (jk i didnt),1
"Where to have the best Amala in Abuja | new pasta recipe, GRWM, ABUJA VLOG",1
Why I went bald,1
Youâ€™re my number zero ðŸ¥° #shorts #programming #coding #nyc #rizz #edate #tech,1
"You donâ€™t even need clippers, all u need is this song #buzzcut #haircut",1
Zack lost his hearing after this,1
